Method,p_det,Mean Detection Time (95% CI),Bootstrap (95% PI),EW Local Cases (95% CI),Bootstrap (95% PI)
ICU, ,"82.4: (80.0, 84.8)","82.7: (32.9, 129.7)","280.4: (275.1, 285.7)","279.2: (1.0, 1127.0)"
AWW (10%),8%,"77.9: (75.6, 80.2)","77.9: (39.0, 114.0)","197.7: (194.4, 201.0)","196.9: (2.0, 733.0)"
AWW (25%),8%,"71.1: (68.8, 73.4)","71.1: (31.0, 107.0)","81.2: (79.9, 82.4)","81.2: (0.0, 314.0)"
AWW (50%),8%,"61.0: (58.6, 63.3)","61.0: (21.0, 97.0)","20.9: (20.6, 21.3)","21.0: (0.0, 90.0)"
AWW (100%),8%,"56.1: (53.7, 58.4)","56.1: (17.0, 92.0)","10.8: (10.6, 11.0)","10.8: (0.0, 52.0)"
AWW (10%),16%,"72.7: (70.4, 75.0)","72.7: (33.0, 108.0)","100.3: (98.6, 102.0)","100.4: (0.0, 385.0)"
AWW (25%),16%,"61.0: (58.6, 63.3)","61.0: (21.0, 97.0)","20.9: (20.6, 21.3)","21.0: (0.0, 90.0)"
AWW (50%),16%,"56.1: (53.7, 58.4)","56.1: (17.0, 92.0)","10.8: (10.6, 11.0)","10.8: (0.0, 51.0)"
AWW (100%),16%,"55.8: (53.5, 58.2)","55.9: (17.0, 92.0)","10.4: (10.2, 10.6)","10.3: (0.0, 49.0)"
